organism_id:ID,:LABEL,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:79e37be7de1a,Organism,Dactyloctenium aegyptium,Dactyloctenium aegyptium,,
organism:7d8d695c7b9c,Organism,Boletaceae,Boletaceae,,
organism:9b1a79fdd165,Organism,Beauveria,Beauveria,,
organism:df8b72684a52,Organism,Zantedeschia aethiopica,Zantedeschia aethiopica,,
organism:9640b554acf6,Organism,Mesona chinensis,Mesona chinensis,,
organism:365dd0972b2d,Organism,Agaricus guizhouensis,Agaricus guizhouensis,,
organism:4270f54833a3,Organism,Lithospermum erythrorhizon,Lithospermum erythrorhizon,,
organism:183051b26b91,Organism,Fraxinus,Fraxinus,,
organism:3606318b94ec,Organism,Blechnum orientale,Blechnum orientale,,
organism:cbe1b651d889,Organism,Ligusticum chuanxiong,Ligusticum chuanxiong,,
organism:30e004c3bb72,Organism,Sargassum muticum,Sargassum muticum,,
organism:8148e7e0330f,Organism,Lactobacillus plantarum JLAU103,Lactobacillus plantarum JLAU103,,
organism:1c28743e9289,Organism,Senecio scandens,Senecio scandens,,
organism:60af898c45a5,Organism,Quercus glauca,Quercus glauca,,
organism:0cb01f444542,Organism,Fritillaria ussuriensis,Fritillaria ussuriensis,,
organism:9810138d24a9,Organism,Thalassia testudinum,Thalassia testudinum,,
organism:5697bee6f397,Organism,Pinellia ternata,Pinellia ternata,,
organism:a86ef3e8abc1,Organism,Choerospondias axillaris,Choerospondias axillaris,,
organism:7858936f737f,Organism,pseudocarp,pseudocarp,,
organism:c9d40b54d2da,Organism,Lepista nuda,Lepista nuda,,
organism:08702e7c56a1,Organism,Neophocaena asiaeorientalis,Neophocaena asiaeorientalis,,
organism:18d9e6b3086e,Organism,Lactobacillus plantarum,Lactobacillus plantarum,,
organism:5e7f56564687,Organism,Nitraria tangutorum,Nitraria tangutorum,,
organism:a8a84635e857,Organism,Physalis virginiana,Physalis virginiana,,
organism:61670b95205b,Organism,Athelia rolfsii,Athelia rolfsii,,
organism:57c0145d6c50,Organism,Streptococcus thermophilus,Streptococcus thermophilus,,
organism:a495d6011d53,Organism,Semliki Forest virus,Semliki Forest virus,,
organism:f80cc5639ab8,Organism,Artemisia annua,Artemisia annua,,
organism:7a18f9c482f0,Organism,Tuber sinense,Tuber sinense,,
organism:8a119c6ec2b3,Organism,Pteridium aquilinum,Pteridium aquilinum,,
organism:0645d95bbade,Organism,Dendrobium,Dendrobium,,
organism:cd4db894f898,Organism,Trypanosoma brucei,Trypanosoma brucei,,
organism:6dfb31bd36e6,Organism,Isaria farinosa,Isaria farinosa,,
organism:f5607728f2ad,Organism,Melia azedarach,Melia azedarach,,
organism:7e7fa7ff2713,Organism,Brassica napus,Brassica napus,,
organism:22172018f2ff,Organism,Keissleriella,Keissleriella,,
organism:8c8761ed5b46,Organism,Carex meyeriana,Carex meyeriana,,
organism:ad817bad673b,Organism,Rana chensinensis,Rana chensinensis,,
organism:8ad4ce105558,Organism,Rhodiola rosea,Rhodiola rosea,,
organism:1bad0e61f071,Organism,Brucella,Brucella,,
organism:0d5c6d51b387,Organism,Leymus chinensis,Leymus chinensis,,
organism:901968681bd5,Organism,Umbilicaria tornata,Umbilicaria tornata,,
organism:31c8f5078e7e,Organism,Pinus massoniana,Pinus massoniana,,
organism:050661c53f1a,Organism,Marasmius androsaceus,Marasmius androsaceus,,
organism:c14fccd94b49,Organism,Scutellaria barbata,Scutellaria barbata,,
organism:cf30218aba5e,Organism,Lactobacillus plantarum WLPL09,Lactobacillus plantarum WLPL09,,
organism:342b6ef3ddd2,Organism,Sanghuangporus vaninii,Sanghuangporus vaninii,,
organism:05045fc5e019,Organism,Potionem Sinensem Verdem,Potionem Sinensem Verdem,,
organism:7106026129a8,Organism,Paulownia fortunei,Paulownia fortunei,,
organism:93aedf2f31a1,Organism,Atractylodes Lancea,Atractylodes Lancea,,
organism:2ec74333b112,Organism,Pueraria montana,Pueraria montana,,
organism:ea6dc9fdae7b,Organism,Sagittaria sagittifoliaL.,Sagittaria sagittifoliaL.,,
organism:fd3e09730d86,Organism,Hermetia illucensL,Hermetia illucensL,,
organism:056e863615e4,Organism,Pyrus sinkiangensis Yu,Pyrus sinkiangensis Yu,,
organism:db92e7bed9ba,Organism,Athyrium multidentatum,Athyrium multidentatum,,
organism:856d6f65ec12,Organism,Cucumis metuliferus,Cucumis metuliferus,,
organism:cecc0d34beed,Organism,Momordica charantia L,Momordica charantia L,,
organism:999421aae9ea,Organism,Pyrola calliantha,Pyrola calliantha,,
organism:1a8a478e6e23,Organism,Scleromitrion diffusum,Scleromitrion diffusum,,
organism:ae01d78e432d,Organism,Cullen corylifolium,Cullen corylifolium,,
organism:4584ef79de30,Organism,Saussurea,Saussurea,,
organism:0b3cd6761f12,Organism,Russula griseocarnosa,Russula griseocarnosa,,
organism:28c70c95f906,Organism,Oudemansiella radicata,Oudemansiella radicata,,
organism:d726eabc3ebf,Organism,Leuconostoc pseudomesenteroides XG5,Leuconostoc pseudomesenteroides XG5,,
organism:8c8e5bf33444,Organism,Sepioteuthis lessoniana,Sepioteuthis lessoniana,,
organism:fd92eaa48590,Organism,Lactobacillus rhamnosus KF5,Lactobacillus rhamnosus KF5,,
organism:f736aa21495b,Organism,Lonicerajaponica,Lonicerajaponica,,
organism:9728ce0f1944,Organism,manchurian sauerkraut,manchurian sauerkraut,,
organism:0455c25c5507,Organism,fenugreek gum,fenugreek gum,,
organism:e8b83dd02f22,Organism,R. esculentum Kishinouye,R. esculentum Kishinouye,,
organism:fc77d095f7bb,Organism,Bacillus atrophaeus WYZ strain,Bacillus atrophaeus WYZ strain,,
organism:3544b53fc759,Organism,fermentum multicellular aggregates,fermentum multicellular aggregates,,
organism:e3f7fa023425,Organism,Salvia officinalis,Salvia officinalis,,
organism:75490f32c06a,Organism,tea,tea,,
organism:23fcb593421c,Organism,Gentiana scabra Bunge,Gentiana scabra Bunge,,
organism:a782ea1efb4b,Organism,Lactobacillus rhamnosus E/N,Lactobacillus rhamnosus E/N,,
organism:1e6ca2b26b63,Organism,Undaria pinnatifida Suringar,Undaria pinnatifida Suringar,,
organism:bc31dcde4aa4,Organism,Polygonum multiflorum,Polygonum multiflorum,,
organism:84f63e4cac36,Organism,boat-fruited sterculia seeds,boat-fruited sterculia seeds,,
organism:f08a069b5044,Organism,Weissella cibaria JAG8,Weissella cibaria JAG8,,
organism:47b6a259756f,Organism,Bamboo shoot,Bamboo shoot,,
organism:11ea6eac6d60,Organism,Lactobacillus plantarum RS20D,Lactobacillus plantarum RS20D,,
organism:7b97992b9d90,Organism,Cladophora glomerata,Cladophora glomerata,,
organism:47715e7643d4,Organism,Inula britannica,Inula britannica,,
organism:ca13e1708468,Organism,Lactobacillus helveticus MB2-1,Lactobacillus helveticus MB2-1,,
organism:a7465b544fed,Organism,Ecklonia cava,Ecklonia cava,,
organism:a77fbcac1b7c,Organism,longan,longan,,
organism:9cd9ab8b55a5,Organism,Lallemantia ibrica,Lallemantia ibrica,,
organism:7ea20004364d,Organism,marine bacterium Bacillus vallismortis,marine bacterium Bacillus vallismortis,,
organism:9b076051dcfe,Organism,Ficus carica,Ficus carica,,
organism:23bc366eebd4,Organism,Zizyphus jujuba cv. Huizao,Zizyphus jujuba cv. Huizao,,
organism:d7dc0d2da0bc,Organism,green alga Chlorella ellipsoidea,green alga Chlorella ellipsoidea,,
organism:a0e91a1d4bdb,Organism,Basella alba,Basella alba,,
organism:ed597c6f1cd7,Organism,Bacillus licheniformis,Bacillus licheniformis,,
organism:fbe2f5f9b4d2,Organism,sea urchin Paracentrotus lividus,sea urchin Paracentrotus lividus,,
organism:9b8d39c6fc62,Organism,infected BHK21-F cells,infected BHK21-F cells,,
organism:abb2e996a0a3,Organism,Aronia melanocarpa,Aronia melanocarpa,,
organism:33d6e9527bae,Organism,25 plant species,25 plant species,,
organism:957d46803ef2,Organism,Cyanobium,Cyanobium,,
organism:df5f337ea824,Organism,synthesize a pumpkin peel polysaccharide,synthesize a pumpkin peel polysaccharide,,
organism:49cfab883a41,Organism,Fructus Corni,Fructus Corni,,
organism:d683d595e20b,Organism,synthesize poly-D-mannose,synthesize poly-D-mannose,,
organism:404c6ee94e4f,Organism,Gelidium crinale,Gelidium crinale,,
organism:2904787c7d7a,Organism,Lactiplantibacillus plantarum dy-1,Lactiplantibacillus plantarum dy-1,,
organism:2ad7d48b158e,Organism,Aconiti Lateralis Radix Praeparata,Aconiti Lateralis Radix Praeparata,,
organism:1b8072d12aee,Organism,Allium schoenoprasum,Allium schoenoprasum,,
organism:b6887f02c51a,Organism,Lactuca sativa,Lactuca sativa,,
organism:14e5418b37c6,Organism,Panax ginseng C.A. Mey,Panax ginseng C.A. Mey,,
organism:c60f324ee27d,Organism,Korea red ginseng,Korea red ginseng,,
organism:13068973561a,Organism,Chrysanthemum,Chrysanthemum,,
organism:ce388723acfe,Organism,Acanthopanax giraldii,Acanthopanax giraldii,,
organism:118c5611661f,Organism,Citrus medica L. var.,Citrus medica L. var.,,
organism:4767590e8b1d,Organism,Caesalpinia gilliesii,Caesalpinia gilliesii,,
organism:4ac86920b355,Organism,Lactococcus lactis,Lactococcus lactis,,
organism:13d23bf9977f,Organism,Urtica fissa,Urtica fissa,,
organism:975977884476,Organism,Citrus reticulata,Citrus reticulata,,
organism:56925d51e181,Organism,Sargassum binderi,Sargassum binderi,,
organism:bd403fd00f9d,Organism,hulless barley grass,hulless barley grass,,
organism:c772e065fa44,Organism,Xizhoumi 17,Xizhoumi 17,,
organism:06549ff93453,Organism,Jinhuami 25,Jinhuami 25,,
organism:b8ba604b61de,Organism,Chougua,Chougua,,
organism:d787f56b0809,Organism,human,human,,
organism:5a1c274d3525,Organism,Inulin,Inulin,,
organism:2c3ee434d11e,Organism,Streptococcus mutans,Streptococcus mutans,,
organism:7d76d23ccc80,Organism,Ligustrum lucidum,Ligustrum lucidum,,
organism:c84052c61e83,Organism,Radix Ginseng,Radix Ginseng,,
organism:efcc2cb6d3df,Organism,Rhizoma Atractylodis Macrocephalae,Rhizoma Atractylodis Macrocephalae,,
organism:ee209fd269c1,Organism,Poria,Poria,,
organism:54b72ea6b8e3,Organism,Radix Glycyrrhizae,Radix Glycyrrhizae,,
organism:69d36dc98d0d,Organism,Bacillus subtilis sp.,Bacillus subtilis sp.,,
organism:4e5cab539bad,Organism,the pure mycelia of Pleurotus ostreatus,the pure mycelia of Pleurotus ostreatus,,
organism:6f5f781d916d,Organism,S. cannabina seed,S. cannabina seed,,
organism:ff0272315159,Organism,the spikes of Prunella vulgaris,the spikes of Prunella vulgaris,,
organism:773af2456d4a,Organism,oat,oat,,
organism:024b9a793303,Organism,Bactrocera cucurbitae,Bactrocera cucurbitae,,
organism:2f3bb55cc391,Organism,Morus alba L,Morus alba L,,
organism:3b451a313acd,Organism,X. nigripes,X. nigripes,,
organism:7460d8c2a25d,Organism,Millettia pulchra,Millettia pulchra,,
organism:23274e1006ee,Organism,Streptococcus thermophilus CH9,Streptococcus thermophilus CH9,,
organism:7f5eb2fd4aed,Organism,Rhizoma Arisaematis,Rhizoma Arisaematis,,
organism:a83b581d86af,Organism,Talinum triangulare,Talinum triangulare,,
organism:f640be34f63a,Organism,Streptococcus equi subsp. zooepidemicus C55129 (CP),Streptococcus equi subsp. zooepidemicus C55129 (CP),,
organism:69c13d24aeca,Organism,Trametes robiniophila Murrill,Trametes robiniophila Murrill,,
organism:cbc9b35001d4,Organism,Achillea millefolium,Achillea millefolium,,
organism:03f73ccd0819,Organism,Chinese Wolfberry,Chinese Wolfberry,,
organism:00acae226668,Organism,Citrus aurantifolia,Citrus aurantifolia,,
organism:baaf19e326be,Organism,probiotics Lactobacillus plantarum ZDY2013,probiotics Lactobacillus plantarum ZDY2013,,
organism:28d7f91a179c,Organism,Eucommia ulmoides,Eucommia ulmoides,,
organism:5d3ab0c213b6,Organism,Dipsacus asperoides,Dipsacus asperoides,,
organism:7b4c870fa9a6,Organism,Antheraea yamamai,Antheraea yamamai,,
organism:11bf709a4c9b,Organism,Korean persimmon vinegar,Korean persimmon vinegar,,
organism:91ccac1073e5,Organism,Nervilia fordii,Nervilia fordii,,
organism:c0ff50b9f3e6,Organism,Volvariella volvacea,Volvariella volvacea,,
organism:b1492291cbfc,Organism,Phellinus rimosus,Phellinus rimosus,,
organism:8a8dd4db1016,Organism,Andrographis paniculata,Andrographis paniculata,,
organism:ea0e19a5fbf4,Organism,Botrychium ternatum,Botrychium ternatum,,
organism:9c28272f0237,Organism,Crataegus monogyna,Crataegus monogyna,,
organism:df54f1d363fb,Organism,Morus,Morus,,
organism:b29bb37648dd,Organism,Gelidium amansii,Gelidium amansii,,
organism:b114cd0439f8,Organism,Hemicentrotus pulcherrimus,Hemicentrotus pulcherrimus,,
organism:44730a1673f6,Organism,spirulina,spirulina,,
organism:c98534c6ba39,Organism,Chlorellaceae,Chlorellaceae,,
organism:b1248b4b7dea,Organism,Aralia echinocaulis,Aralia echinocaulis,,
organism:26ba2f315a18,Organism,Citrus medica,Citrus medica,,
organism:2e862d46b3b7,Organism,Passiflora edulis Sims peel,Passiflora edulis Sims peel,,
organism:f29dc0b3523f,Organism,Chamaecyparis obtusa,Chamaecyparis obtusa,,
organism:93390f2da05b,Organism,Cyprinus carpio L.,Cyprinus carpio L.,,
organism:bc8a8a658045,Organism,Alhagi maurorum,Alhagi maurorum,,
organism:569ea1fe7f3f,Organism,Spirulina platensis,Spirulina platensis,,
organism:8a43245383ab,Organism,Eurotium cristatum,Eurotium cristatum,,
organism:4139c4843960,Organism,Bupleurum chinense,Bupleurum chinense,,
organism:0e1425b2affd,Organism,Cyclina sinensis,Cyclina sinensis,,
organism:b8794dc8e58d,Organism,AconitiLateralis Radix Praeparata,AconitiLateralis Radix Praeparata,,
organism:9ea366f226b6,Organism,Citrus bergamia,Citrus bergamia,,
organism:95d66c424007,Organism,Dalbergia odorifera,Dalbergia odorifera,,
organism:0dbb3fa8ac13,Organism,Panicum virgatum,Panicum virgatum,,
organism:36e2bbde184b,Organism,Sanghuangporus baumii,Sanghuangporus baumii,,
organism:2834a713f082,Organism,Costaria costata,Costaria costata,,
organism:ca1e111d0e14,Organism,Panax japonicus C.A. Meyer,Panax japonicus C.A. Meyer,,
organism:98c7b7bd9d94,Organism,Cristaria plicata,Cristaria plicata,,
organism:5a56a1f5d394,Organism,medicinal plants and fungi,medicinal plants and fungi,,
organism:e9026bb9d594,Organism,Bacillus mucilaginosus,Bacillus mucilaginosus,,
organism:05f057cc36b1,Organism,Diacronema viridis,Diacronema viridis,,
organism:627db000a8a7,Organism,yellow poinciana seed,yellow poinciana seed,,
organism:63c8e308a741,Organism,Dioscorea hemsleyi,Dioscorea hemsleyi,,
organism:6d82eb567bd9,Organism,Irvingia gabonensis,Irvingia gabonensis,,
organism:566e2eb1a7ee,Organism,Dioscorea oppositifolia,Dioscorea oppositifolia,,
organism:9f083518445e,Organism,Lallemantia royleana,Lallemantia royleana,,
organism:483c45989572,Organism,Dendrobium chrysotoxum,Dendrobium chrysotoxum,,
organism:4a83f352cc66,Organism,flaxseed mucilage,flaxseed mucilage,,
organism:2347efe0cbf3,Organism,Pleurotus citrinopileatus,Pleurotus citrinopileatus,,
organism:a34194ae9225,Organism,Mangifera indica L.,Mangifera indica L.,,
organism:11b0fea91331,Organism,Chaetomium globosum CGMCC 6882,Chaetomium globosum CGMCC 6882,,
organism:5a6eb755253b,Organism,Pistacia vera,Pistacia vera,,
organism:ee902a044212,Organism,Arthrocnemum indicum,Arthrocnemum indicum,,
organism:4516420927e1,Organism,Holothuria mexicana,Holothuria mexicana,,
organism:764f6e3c2b96,Organism,Paxillus involutus,Paxillus involutus,,
organism:6863e1fe2e64,Organism,Chrysanthemum x morifolium,Chrysanthemum x morifolium,,
organism:c02e20ca54a8,Organism,Eisenia bicyclis,Eisenia bicyclis,,
organism:2ac94ddc3b38,Organism,Lactuca sativa var. asparagina,Lactuca sativa var. asparagina,,
organism:4885f9ba81b1,Organism,Tichocarpus crinitus,Tichocarpus crinitus,,
organism:74dc88117a96,Organism,Prunus avium,Prunus avium,,
organism:69c00d3eb666,Organism,Ganoderma tsugae,Ganoderma tsugae,,
organism:468818efdcf3,Organism,Gluconobacter nephelii P1464,Gluconobacter nephelii P1464,,
organism:237455057fd3,Organism,Cassia obtusifolia,Cassia obtusifolia,,
organism:4f459a82296c,Organism,halophilic bacterium,halophilic bacterium,,
organism:9d80412aaad1,Organism,Chuanxiong rhizome,Chuanxiong rhizome,,
organism:59c800dac118,Organism,Tuber magnatum,Tuber magnatum,,
organism:f65f0413de74,Organism,Ananas comosus,Ananas comosus,,
organism:8d167a5e638a,Organism,Pleurotus tuber-regium,Pleurotus tuber-regium,,
organism:4a089d1ac6de,Organism,Sophora alopecuroides,Sophora alopecuroides,,
organism:d4d917557be5,Organism,Mentha,Mentha,,
organism:17c318d9761c,Organism,Chaetomium globosum,Chaetomium globosum,,
organism:ce854fca4b33,Organism,Sambucus adnata,Sambucus adnata,,
organism:8a1e69dddb7d,Organism,Rosa setate x Rosa rugosa,Rosa setate x Rosa rugosa,,
organism:d6b7a85ddb4b,Organism,Pueraria montana var. lobata,Pueraria montana var. lobata,,
organism:31dddacc8ec2,Organism,Bacillus thuringiensis,Bacillus thuringiensis,,
organism:fce3edd546ff,Organism,Pleurotus citrinipileatus,Pleurotus citrinipileatus,,
organism:20fb3d5834b7,Organism,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,,
organism:8e1c48bb0ef5,Organism,Coccidioides immitis,Coccidioides immitis,,
organism:d6c3dda98ed2,Organism,Rhodopseudomonas gelatinosa,Rhodopseudomonas gelatinosa,,
organism:b8338f4077ab,Organism,Azotobacter vinelandii,Azotobacter vinelandii,,
organism:814ce864f293,Organism,Mesocricetus auratus,Mesocricetus auratus,,
organism:9005abd44f1d,Organism,Clostridium perfringens A,Clostridium perfringens A,,
organism:58b77b959680,Organism,genus Pullularia,genus Pullularia,,
organism:4b7e0d942d18,Organism,Thyrogonia,Thyrogonia,,
organism:192c8740b7e3,Organism,Trichophyton mentagrophytes,Trichophyton mentagrophytes,,
organism:f791ae7c4992,Organism,Bacillus cereus,Bacillus cereus,,
organism:cad28a8b5301,Organism,The purified high molecular weight serogroup Y meningococcal,The purified high molecular weight serogroup Y meningococcal,,
organism:647c30fa02e1,Organism,Neisseria meningitidis,Neisseria meningitidis,,
organism:c710d732b76b,Organism,Streptococcus sp. 'group B',Streptococcus sp. 'group B',,
organism:b55fe93ebb0c,Organism,Fusobacterium nucleatum ATCC 10953,Fusobacterium nucleatum ATCC 10953,,
organism:930abe281b5e,Organism,Leishmania tropica,Leishmania tropica,,
organism:1dc666a8d57f,Organism,Micrococcus luteus,Micrococcus luteus,,
organism:24165ef6628b,Organism,Candida albicans,Candida albicans,,
organism:b8159f63046d,Organism,Rhizobium leguminosarum bv. trifolii,Rhizobium leguminosarum bv. trifolii,,
organism:1d91cd9aa198,Organism,Pectinatus cerevisiiphilus,Pectinatus cerevisiiphilus,,
organism:3f9b83ac3e57,Organism,supernatant culture medium after growth of strain 18RS21/67/1 (type II),supernatant culture medium after growth of strain 18RS21/67/1 (type II),,
organism:58afa3761e25,Organism,supernatant culture medium after growth of strain DS/1204/78 (type Ia),supernatant culture medium after growth of strain DS/1204/78 (type Ia),,
organism:928bd7b79292,Organism,Escherichia coli,Escherichia coli,,
organism:040ac619ecc2,Organism,bovine liver capsule,bovine liver capsule,,
organism:4078434930f8,Organism,pig laryngeal cartilage,pig laryngeal cartilage,,
organism:0a690a98c6f5,Organism,human milk,human milk,,
organism:4b9edcf4ce1f,Organism,normal human urine,normal human urine,,
organism:229e1712752d,Organism,Proteus,Proteus,,
organism:a105839907b8,Organism,Lactose-Utilizing Bacterium,Lactose-Utilizing Bacterium,,
organism:c9b5074ada51,Organism,he oral periodontopathogen Wolinella recta ATCC 33238,he oral periodontopathogen Wolinella recta ATCC 33238,,
organism:31fa468c3a4a,Organism,Nototodarus sloanii,Nototodarus sloanii,,
organism:b345cd3d1a5a,Organism,Listeria monocytogenes,Listeria monocytogenes,,
organism:4dcb4fd4b0dc,Organism,Shigella flexneri 2a,Shigella flexneri 2a,,
organism:dff0bafcc456,Organism,Corynebacterium flavescens,Corynebacterium flavescens,,
organism:f77adc2a21a2,Organism,human thoracic aorta,human thoracic aorta,,
organism:7e36b86d2e10,Organism,Phaseolus aureus,Phaseolus aureus,,
organism:1ffd458f00ec,Organism,excysted juvenile (EJ) of Paragonimus ohirai,excysted juvenile (EJ) of Paragonimus ohirai,,
organism:7587c15f4f4e,Organism,human plasma,human plasma,,
organism:8f25a8a2a216,Organism,urine,urine,,
organism:00d08b0c67c6,Organism,Penicillium charlesii,Penicillium charlesii,,
organism:88c7af0b271b,Organism,purified human umbilical cord hyaluronate,purified human umbilical cord hyaluronate,,
organism:3c7582918021,Organism,filamentous blue-green alga (Anabaena variabilis),filamentous blue-green alga (Anabaena variabilis),,
organism:261ecb3aeb9b,Organism,Benzhydrazone,Benzhydrazone,,
organism:4353d3257414,Organism,Acetobacter xylinum,Acetobacter xylinum,,
organism:d4d8658d9a78,Organism,Congenital dyserythropoietic anaemia type II (HEMPAS),Congenital dyserythropoietic anaemia type II (HEMPAS),,
organism:78a26461202c,Organism,Botryodiplodia theobromae,Botryodiplodia theobromae,,
organism:4b696327299c,Organism,muscle,muscle,,
organism:bfbe8f5ecfbe,Organism,alveoli of patients with alveolar proteinosis,alveoli of patients with alveolar proteinosis,,
organism:9d365cff43eb,Organism,human alveolar bone,human alveolar bone,,
organism:b6da073309ce,Organism,Aeromonas hydrophila serotype,Aeromonas hydrophila serotype,,
organism:f91d553291f9,Organism,serum,serum,,
organism:55f0b56e77fe,Organism,tissues and urine of patients with an inherited deficiency of lysosomal alpha-L-fucosidase (fucosidosis),tissues and urine of patients with an inherited deficiency of lysosomal alpha-L-fucosidase (fucosidosis),,
organism:ec257108dcd0,Organism,Thyroid slices,Thyroid slices,,
organism:f9c43e55a1d9,Organism,Rhizobium leguminosarum,Rhizobium leguminosarum,,
organism:d120d72e94fe,Organism,rat epididymis,rat epididymis,,
organism:42bc67a36496,Organism,human platelets,human platelets,,
organism:92fc63979b2b,Organism,Leucomphalos mildbraedii,Leucomphalos mildbraedii,,
organism:2732e39c8da2,Organism,liver and spleen of the case of Hurler's syndrome,liver and spleen of the case of Hurler's syndrome,,
organism:b0dd63248d8b,Organism,"urine of three patients with Hurler's, Hunter's and Morquio's syndromes and also from the liver and spleen of the case of Hurler's syndrome","urine of three patients with Hurler's, Hunter's and Morquio's syndromes and also from the liver and spleen of the case of Hurler's syndrome",,
organism:e16d7d556c3f,Organism,human pathological IgM,human pathological IgM,,
organism:020337fbcc37,Organism,PC12 cells and neuronal cells of rat embryo,PC12 cells and neuronal cells of rat embryo,,
organism:ff577a2ff889,Organism,Histoplasma capsulatum,Histoplasma capsulatum,,
organism:1a49cf402408,Organism,pig uterus,pig uterus,,
organism:371b8150edd8,Organism,rat hepatocytes,rat hepatocytes,,
organism:cf3a0d4ce7e2,Organism,Alcaligenes faecalis,Alcaligenes faecalis,,
organism:2d3c33c48cb4,Organism,"calf kidney, pancreas, thymus, and liver, as well as from hen oviduct","calf kidney, pancreas, thymus, and liver, as well as from hen oviduct",,
organism:dd1fb6ac3798,Organism,(DBA/1×CBA-T6T6)F1 mice,(DBA/1×CBA-T6T6)F1 mice,,
organism:9d0db9b1c5ae,Organism,Cricetulus griseus,Cricetulus griseus,,
organism:e9d4e2d81b6f,Organism,endolymphatic sac,endolymphatic sac,,
organism:863d9a098dab,Organism,Agrobacterium radiobacter,Agrobacterium radiobacter,,
organism:9e03d8cf0af4,Organism,Coxiella burnetii strain Nine Mile in phase I,Coxiella burnetii strain Nine Mile in phase I,,
organism:dfec91de2622,Organism,Bacteroides gingivalis,Bacteroides gingivalis,,
organism:141ace5a8ca8,Organism,influenza A virus,influenza A virus,,
organism:6edc605b39b0,Organism,Influenza-virus-infected cells,Influenza-virus-infected cells,,
organism:203e468ac620,Organism,Streptomyces sp.,Streptomyces sp.,,
organism:0ef7b216adc6,Organism,mouse L-cells,mouse L-cells,,
organism:b931b36813fe,Organism,Curcuma aromatica,Curcuma aromatica,,
organism:2373124ed45b,Organism,Mulberry tree,Mulberry tree,,
organism:8ebaec2228f8,Organism,Rhizoclonium riparium,Rhizoclonium riparium,,
organism:eeb8021e808d,Organism,Paenibacillus polymyxa,Paenibacillus polymyxa,,
organism:1d5119548967,Organism,Aleuria aurantia,Aleuria aurantia,,
organism:b96ae591fd61,Organism,Aconitum kusnezoffii,Aconitum kusnezoffii,,
organism:f2590265de64,Organism,Pestalotiopsis,Pestalotiopsis,,
organism:b81248f5ba77,Organism,Theaceae,Theaceae,,
organism:7fcd17a7c646,Organism,Rhodiola crenulata,Rhodiola crenulata,,
organism:84dfc439ca44,Organism,Detarium senegalense,Detarium senegalense,,
organism:7c1ef5f4d3bd,Organism,Halenia elliptica,Halenia elliptica,,
organism:592cd71f0273,Organism,Cuscuta chinensis,Cuscuta chinensis,,
organism:2ad0a29c3b62,Organism,Actaea cimicifuga,Actaea cimicifuga,,
organism:0618fef703bf,Organism,Combretum indicum,Combretum indicum,,
organism:5cf61bc5453b,Organism,Microcystic aeruginosa,Microcystic aeruginosa,,
organism:cf41fadbd11f,Organism,Keissleriella sp.,Keissleriella sp.,,
organism:3c5eeacbe163,Organism,Hedyotis,Hedyotis,,
organism:adfb74e4e446,Organism,Morehella esculenta,Morehella esculenta,,
organism:7c26d5a4650d,Organism,Citrus medica L. var. sarcodactylis,Citrus medica L. var. sarcodactylis,,
organism:44fb32e3c5ab,Organism,Viscum coloratum,Viscum coloratum,,
organism:3625601bb65c,Organism,Coix lacryma-jobi,Coix lacryma-jobi,,
organism:88e8840782df,Organism,Cubamyces lactineus,Cubamyces lactineus,,
organism:52511b232078,Organism,Sargassum pallidum,Sargassum pallidum,,
organism:0c4901e84265,Organism,Morus australis,Morus australis,,
organism:305ae6118c33,Organism,Pleurotus giganteus,Pleurotus giganteus,,
organism:6321664c5d90,Organism,Pentanema britannica,Pentanema britannica,,
organism:73a189b23180,Organism,Rosae Laevigatae,Rosae Laevigatae,,
organism:a8e4eed8360d,Organism,Bacillus subtilis,Bacillus subtilis,,
organism:5e989e220a2e,Organism,Catathelasma ventricosum,Catathelasma ventricosum,,
organism:4f47d4744f8e,Organism,Lactococcus,Lactococcus,,
organism:5892d3d67109,Organism,Leuconostoc mesenteroides,Leuconostoc mesenteroides,,
organism:33098764d79d,Organism,Vaccinium vitis-idae,Vaccinium vitis-idae,,
organism:99ed0aa30c16,Organism,Rosae Laevigatae Fructus,Rosae Laevigatae Fructus,,
organism:a417a3f247dc,Organism,Leleba oldhami,Leleba oldhami,,
organism:5472c7705c58,Organism,Pinellia pedatisecta,Pinellia pedatisecta,,
organism:4e118fb0e536,Organism,Cucurbitaceae,Cucurbitaceae,,
organism:4502f3400da0,Organism,Vaccinium vitis-idaea,Vaccinium vitis-idaea,,
organism:397758ba8f10,Organism,Aquilaria sinensis,Aquilaria sinensis,,
organism:95cbeff22537,Organism,Annona muricata,Annona muricata,,
organism:932e329890a9,Organism,Sargussum vulgare,Sargussum vulgare,,
organism:a679708ddec5,Organism,Pleurotus djamor,Pleurotus djamor,,
organism:ddc31f9240b5,Organism,Coptis chinensis,Coptis chinensis,,
organism:561b211e55f5,Organism,Cucumaria frondosa,Cucumaria frondosa,,
organism:a222606a33ce,Organism,Salacia oblonga,Salacia oblonga,,
organism:6c1aa58a1c0e,Organism,Sargassum confusum,Sargassum confusum,,
organism:29cd065c3002,Organism,Cinnamomum verum,Cinnamomum verum,,
organism:c94459592f93,Organism,Physalis pubescens,Physalis pubescens,,
