organism_id,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:11ea6eac6d60,Lactobacillus plantarum RS20D,Lactobacillus plantarum RS20D,,
organism:7b97992b9d90,Cladophora glomerata,Cladophora glomerata,,
organism:47715e7643d4,Inula britannica,Inula britannica,,
organism:ca13e1708468,Lactobacillus helveticus MB2-1,Lactobacillus helveticus MB2-1,,
organism:a7465b544fed,Ecklonia cava,Ecklonia cava,,
organism:a77fbcac1b7c,longan,longan,,
organism:9cd9ab8b55a5,Lallemantia ibrica,Lallemantia ibrica,,
organism:7ea20004364d,marine bacterium Bacillus vallismortis,marine bacterium Bacillus vallismortis,,
organism:9b076051dcfe,Ficus carica,Ficus carica,,
organism:23bc366eebd4,Zizyphus jujuba cv. Huizao,Zizyphus jujuba cv. Huizao,,
organism:d7dc0d2da0bc,green alga Chlorella ellipsoidea,green alga Chlorella ellipsoidea,,
organism:a0e91a1d4bdb,Basella alba,Basella alba,,
organism:ed597c6f1cd7,Bacillus licheniformis,Bacillus licheniformis,,
organism:fbe2f5f9b4d2,sea urchin Paracentrotus lividus,sea urchin Paracentrotus lividus,,
organism:9b8d39c6fc62,infected BHK21-F cells,infected BHK21-F cells,,
organism:abb2e996a0a3,Aronia melanocarpa,Aronia melanocarpa,,
organism:33d6e9527bae,25 plant species,25 plant species,,
organism:957d46803ef2,Cyanobium,Cyanobium,,
organism:df5f337ea824,synthesize a pumpkin peel polysaccharide,synthesize a pumpkin peel polysaccharide,,
organism:49cfab883a41,Fructus Corni,Fructus Corni,,
organism:d683d595e20b,synthesize poly-D-mannose,synthesize poly-D-mannose,,
organism:404c6ee94e4f,Gelidium crinale,Gelidium crinale,,
organism:2904787c7d7a,Lactiplantibacillus plantarum dy-1,Lactiplantibacillus plantarum dy-1,,
organism:2ad7d48b158e,Aconiti Lateralis Radix Praeparata,Aconiti Lateralis Radix Praeparata,,
organism:1b8072d12aee,Allium schoenoprasum,Allium schoenoprasum,,
organism:b6887f02c51a,Lactuca sativa,Lactuca sativa,,
organism:14e5418b37c6,Panax ginseng C.A. Mey,Panax ginseng C.A. Mey,,
organism:c60f324ee27d,Korea red ginseng,Korea red ginseng,,
organism:13068973561a,Chrysanthemum,Chrysanthemum,,
organism:ce388723acfe,Acanthopanax giraldii,Acanthopanax giraldii,,
organism:118c5611661f,Citrus medica L. var.,Citrus medica L. var.,,
organism:4767590e8b1d,Caesalpinia gilliesii,Caesalpinia gilliesii,,
organism:4ac86920b355,Lactococcus lactis,Lactococcus lactis,,
organism:13d23bf9977f,Urtica fissa,Urtica fissa,,
organism:975977884476,Citrus reticulata,Citrus reticulata,,
organism:56925d51e181,Sargassum binderi,Sargassum binderi,,
organism:bd403fd00f9d,hulless barley grass,hulless barley grass,,
organism:c772e065fa44,Xizhoumi 17,Xizhoumi 17,,
organism:06549ff93453,Jinhuami 25,Jinhuami 25,,
organism:b8ba604b61de,Chougua,Chougua,,
organism:d787f56b0809,human,human,,
organism:5a1c274d3525,Inulin,Inulin,,
organism:2c3ee434d11e,Streptococcus mutans,Streptococcus mutans,,
organism:7d76d23ccc80,Ligustrum lucidum,Ligustrum lucidum,,
organism:c84052c61e83,Radix Ginseng,Radix Ginseng,,
organism:efcc2cb6d3df,Rhizoma Atractylodis Macrocephalae,Rhizoma Atractylodis Macrocephalae,,
organism:ee209fd269c1,Poria,Poria,,
organism:54b72ea6b8e3,Radix Glycyrrhizae,Radix Glycyrrhizae,,
organism:69d36dc98d0d,Bacillus subtilis sp.,Bacillus subtilis sp.,,
organism:4e5cab539bad,the pure mycelia of Pleurotus ostreatus,the pure mycelia of Pleurotus ostreatus,,
organism:6f5f781d916d,S. cannabina seed,S. cannabina seed,,
organism:ff0272315159,the spikes of Prunella vulgaris,the spikes of Prunella vulgaris,,
organism:773af2456d4a,oat,oat,,
organism:024b9a793303,Bactrocera cucurbitae,Bactrocera cucurbitae,,
organism:2f3bb55cc391,Morus alba L,Morus alba L,,
organism:3b451a313acd,X. nigripes,X. nigripes,,
organism:7460d8c2a25d,Millettia pulchra,Millettia pulchra,,
organism:23274e1006ee,Streptococcus thermophilus CH9,Streptococcus thermophilus CH9,,
organism:7f5eb2fd4aed,Rhizoma Arisaematis,Rhizoma Arisaematis,,
organism:a83b581d86af,Talinum triangulare,Talinum triangulare,,
organism:f640be34f63a,Streptococcus equi subsp. zooepidemicus C55129 (CP),Streptococcus equi subsp. zooepidemicus C55129 (CP),,
organism:69c13d24aeca,Trametes robiniophila Murrill,Trametes robiniophila Murrill,,
organism:cbc9b35001d4,Achillea millefolium,Achillea millefolium,,
organism:03f73ccd0819,Chinese Wolfberry,Chinese Wolfberry,,
organism:00acae226668,Citrus aurantifolia,Citrus aurantifolia,,
organism:baaf19e326be,probiotics Lactobacillus plantarum ZDY2013,probiotics Lactobacillus plantarum ZDY2013,,
organism:28d7f91a179c,Eucommia ulmoides,Eucommia ulmoides,,
organism:5d3ab0c213b6,Dipsacus asperoides,Dipsacus asperoides,,
organism:7b4c870fa9a6,Antheraea yamamai,Antheraea yamamai,,
organism:11bf709a4c9b,Korean persimmon vinegar,Korean persimmon vinegar,,
organism:91ccac1073e5,Nervilia fordii,Nervilia fordii,,
organism:c0ff50b9f3e6,Volvariella volvacea,Volvariella volvacea,,
organism:b1492291cbfc,Phellinus rimosus,Phellinus rimosus,,
organism:8a8dd4db1016,Andrographis paniculata,Andrographis paniculata,,
organism:ea0e19a5fbf4,Botrychium ternatum,Botrychium ternatum,,
organism:9c28272f0237,Crataegus monogyna,Crataegus monogyna,,
organism:df54f1d363fb,Morus,Morus,,
organism:b29bb37648dd,Gelidium amansii,Gelidium amansii,,
organism:b114cd0439f8,Hemicentrotus pulcherrimus,Hemicentrotus pulcherrimus,,
organism:44730a1673f6,spirulina,spirulina,,
organism:c98534c6ba39,Chlorellaceae,Chlorellaceae,,
organism:b1248b4b7dea,Aralia echinocaulis,Aralia echinocaulis,,
organism:26ba2f315a18,Citrus medica,Citrus medica,,
organism:2e862d46b3b7,Passiflora edulis Sims peel,Passiflora edulis Sims peel,,
organism:f29dc0b3523f,Chamaecyparis obtusa,Chamaecyparis obtusa,,
organism:93390f2da05b,Cyprinus carpio L.,Cyprinus carpio L.,,
organism:bc8a8a658045,Alhagi maurorum,Alhagi maurorum,,
organism:569ea1fe7f3f,Spirulina platensis,Spirulina platensis,,
organism:8a43245383ab,Eurotium cristatum,Eurotium cristatum,,
organism:4139c4843960,Bupleurum chinense,Bupleurum chinense,,
organism:0e1425b2affd,Cyclina sinensis,Cyclina sinensis,,
organism:b8794dc8e58d,AconitiLateralis Radix Praeparata,AconitiLateralis Radix Praeparata,,
organism:9ea366f226b6,Citrus bergamia,Citrus bergamia,,
organism:95d66c424007,Dalbergia odorifera,Dalbergia odorifera,,
organism:0dbb3fa8ac13,Panicum virgatum,Panicum virgatum,,
organism:36e2bbde184b,Sanghuangporus baumii,Sanghuangporus baumii,,
organism:2834a713f082,Costaria costata,Costaria costata,,
organism:ca1e111d0e14,Panax japonicus C.A. Meyer,Panax japonicus C.A. Meyer,,
organism:98c7b7bd9d94,Cristaria plicata,Cristaria plicata,,
organism:5a56a1f5d394,medicinal plants and fungi,medicinal plants and fungi,,
organism:e9026bb9d594,Bacillus mucilaginosus,Bacillus mucilaginosus,,
organism:05f057cc36b1,Diacronema viridis,Diacronema viridis,,
organism:627db000a8a7,yellow poinciana seed,yellow poinciana seed,,
organism:63c8e308a741,Dioscorea hemsleyi,Dioscorea hemsleyi,,
organism:6d82eb567bd9,Irvingia gabonensis,Irvingia gabonensis,,
organism:566e2eb1a7ee,Dioscorea oppositifolia,Dioscorea oppositifolia,,
organism:9f083518445e,Lallemantia royleana,Lallemantia royleana,,
organism:483c45989572,Dendrobium chrysotoxum,Dendrobium chrysotoxum,,
organism:4a83f352cc66,flaxseed mucilage,flaxseed mucilage,,
organism:2347efe0cbf3,Pleurotus citrinopileatus,Pleurotus citrinopileatus,,
organism:a34194ae9225,Mangifera indica L.,Mangifera indica L.,,
organism:11b0fea91331,Chaetomium globosum CGMCC 6882,Chaetomium globosum CGMCC 6882,,
organism:5a6eb755253b,Pistacia vera,Pistacia vera,,
organism:ee902a044212,Arthrocnemum indicum,Arthrocnemum indicum,,
organism:4516420927e1,Holothuria mexicana,Holothuria mexicana,,
organism:764f6e3c2b96,Paxillus involutus,Paxillus involutus,,
organism:6863e1fe2e64,Chrysanthemum x morifolium,Chrysanthemum x morifolium,,
organism:c02e20ca54a8,Eisenia bicyclis,Eisenia bicyclis,,
organism:2ac94ddc3b38,Lactuca sativa var. asparagina,Lactuca sativa var. asparagina,,
organism:4885f9ba81b1,Tichocarpus crinitus,Tichocarpus crinitus,,
organism:74dc88117a96,Prunus avium,Prunus avium,,
organism:69c00d3eb666,Ganoderma tsugae,Ganoderma tsugae,,
organism:468818efdcf3,Gluconobacter nephelii P1464,Gluconobacter nephelii P1464,,
organism:237455057fd3,Cassia obtusifolia,Cassia obtusifolia,,
organism:4f459a82296c,halophilic bacterium,halophilic bacterium,,
organism:9d80412aaad1,Chuanxiong rhizome,Chuanxiong rhizome,,
organism:59c800dac118,Tuber magnatum,Tuber magnatum,,
organism:f65f0413de74,Ananas comosus,Ananas comosus,,
organism:8d167a5e638a,Pleurotus tuber-regium,Pleurotus tuber-regium,,
organism:4a089d1ac6de,Sophora alopecuroides,Sophora alopecuroides,,
organism:d4d917557be5,Mentha,Mentha,,
organism:17c318d9761c,Chaetomium globosum,Chaetomium globosum,,
organism:ce854fca4b33,Sambucus adnata,Sambucus adnata,,
organism:8a1e69dddb7d,Rosa setate x Rosa rugosa,Rosa setate x Rosa rugosa,,
organism:d6b7a85ddb4b,Pueraria montana var. lobata,Pueraria montana var. lobata,,
organism:31dddacc8ec2,Bacillus thuringiensis,Bacillus thuringiensis,,
organism:fce3edd546ff,Pleurotus citrinipileatus,Pleurotus citrinipileatus,,
organism:20fb3d5834b7,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,,
organism:8e1c48bb0ef5,Coccidioides immitis,Coccidioides immitis,,
organism:d6c3dda98ed2,Rhodopseudomonas gelatinosa,Rhodopseudomonas gelatinosa,,
organism:b8338f4077ab,Azotobacter vinelandii,Azotobacter vinelandii,,
organism:814ce864f293,Mesocricetus auratus,Mesocricetus auratus,,
organism:9005abd44f1d,Clostridium perfringens A,Clostridium perfringens A,,
organism:58b77b959680,genus Pullularia,genus Pullularia,,
organism:4b7e0d942d18,Thyrogonia,Thyrogonia,,
organism:192c8740b7e3,Trichophyton mentagrophytes,Trichophyton mentagrophytes,,
organism:f791ae7c4992,Bacillus cereus,Bacillus cereus,,
organism:cad28a8b5301,The purified high molecular weight serogroup Y meningococcal,The purified high molecular weight serogroup Y meningococcal,,
organism:647c30fa02e1,Neisseria meningitidis,Neisseria meningitidis,,
organism:c710d732b76b,Streptococcus sp. 'group B',Streptococcus sp. 'group B',,
organism:b55fe93ebb0c,Fusobacterium nucleatum ATCC 10953,Fusobacterium nucleatum ATCC 10953,,
organism:930abe281b5e,Leishmania tropica,Leishmania tropica,,
organism:1dc666a8d57f,Micrococcus luteus,Micrococcus luteus,,
organism:24165ef6628b,Candida albicans,Candida albicans,,
organism:b8159f63046d,Rhizobium leguminosarum bv. trifolii,Rhizobium leguminosarum bv. trifolii,,
organism:1d91cd9aa198,Pectinatus cerevisiiphilus,Pectinatus cerevisiiphilus,,
organism:3f9b83ac3e57,supernatant culture medium after growth of strain 18RS21/67/1 (type II),supernatant culture medium after growth of strain 18RS21/67/1 (type II),,
organism:58afa3761e25,supernatant culture medium after growth of strain DS/1204/78 (type Ia),supernatant culture medium after growth of strain DS/1204/78 (type Ia),,
organism:928bd7b79292,Escherichia coli,Escherichia coli,,
organism:040ac619ecc2,bovine liver capsule,bovine liver capsule,,
organism:4078434930f8,pig laryngeal cartilage,pig laryngeal cartilage,,
organism:0a690a98c6f5,human milk,human milk,,
organism:4b9edcf4ce1f,normal human urine,normal human urine,,
organism:229e1712752d,Proteus,Proteus,,
organism:a105839907b8,Lactose-Utilizing Bacterium,Lactose-Utilizing Bacterium,,
organism:c9b5074ada51,he oral periodontopathogen Wolinella recta ATCC 33238,he oral periodontopathogen Wolinella recta ATCC 33238,,
organism:31fa468c3a4a,Nototodarus sloanii,Nototodarus sloanii,,
organism:b345cd3d1a5a,Listeria monocytogenes,Listeria monocytogenes,,
organism:4dcb4fd4b0dc,Shigella flexneri 2a,Shigella flexneri 2a,,
organism:dff0bafcc456,Corynebacterium flavescens,Corynebacterium flavescens,,
organism:f77adc2a21a2,human thoracic aorta,human thoracic aorta,,
organism:7e36b86d2e10,Phaseolus aureus,Phaseolus aureus,,
organism:1ffd458f00ec,excysted juvenile (EJ) of Paragonimus ohirai,excysted juvenile (EJ) of Paragonimus ohirai,,
organism:7587c15f4f4e,human plasma,human plasma,,
organism:8f25a8a2a216,urine,urine,,
organism:00d08b0c67c6,Penicillium charlesii,Penicillium charlesii,,
organism:88c7af0b271b,purified human umbilical cord hyaluronate,purified human umbilical cord hyaluronate,,
organism:3c7582918021,filamentous blue-green alga (Anabaena variabilis),filamentous blue-green alga (Anabaena variabilis),,
organism:261ecb3aeb9b,Benzhydrazone,Benzhydrazone,,
organism:4353d3257414,Acetobacter xylinum,Acetobacter xylinum,,
organism:d4d8658d9a78,Congenital dyserythropoietic anaemia type II (HEMPAS),Congenital dyserythropoietic anaemia type II (HEMPAS),,
organism:78a26461202c,Botryodiplodia theobromae,Botryodiplodia theobromae,,
organism:4b696327299c,muscle,muscle,,
organism:bfbe8f5ecfbe,alveoli of patients with alveolar proteinosis,alveoli of patients with alveolar proteinosis,,
organism:9d365cff43eb,human alveolar bone,human alveolar bone,,
organism:b6da073309ce,Aeromonas hydrophila serotype,Aeromonas hydrophila serotype,,
organism:f91d553291f9,serum,serum,,
organism:55f0b56e77fe,tissues and urine of patients with an inherited deficiency of lysosomal alpha-L-fucosidase (fucosidosis),tissues and urine of patients with an inherited deficiency of lysosomal alpha-L-fucosidase (fucosidosis),,
organism:ec257108dcd0,Thyroid slices,Thyroid slices,,
organism:f9c43e55a1d9,Rhizobium leguminosarum,Rhizobium leguminosarum,,
organism:d120d72e94fe,rat epididymis,rat epididymis,,
organism:42bc67a36496,human platelets,human platelets,,
organism:92fc63979b2b,Leucomphalos mildbraedii,Leucomphalos mildbraedii,,
organism:2732e39c8da2,liver and spleen of the case of Hurler's syndrome,liver and spleen of the case of Hurler's syndrome,,
organism:b0dd63248d8b,"urine of three patients with Hurler's, Hunter's and Morquio's syndromes and also from the liver and spleen of the case of Hurler's syndrome","urine of three patients with Hurler's, Hunter's and Morquio's syndromes and also from the liver and spleen of the case of Hurler's syndrome",,
organism:e16d7d556c3f,human pathological IgM,human pathological IgM,,
organism:020337fbcc37,PC12 cells and neuronal cells of rat embryo,PC12 cells and neuronal cells of rat embryo,,
organism:ff577a2ff889,Histoplasma capsulatum,Histoplasma capsulatum,,
organism:1a49cf402408,pig uterus,pig uterus,,
organism:371b8150edd8,rat hepatocytes,rat hepatocytes,,
organism:cf3a0d4ce7e2,Alcaligenes faecalis,Alcaligenes faecalis,,
organism:2d3c33c48cb4,"calf kidney, pancreas, thymus, and liver, as well as from hen oviduct","calf kidney, pancreas, thymus, and liver, as well as from hen oviduct",,
organism:dd1fb6ac3798,(DBA/1×CBA-T6T6)F1 mice,(DBA/1×CBA-T6T6)F1 mice,,
organism:9d0db9b1c5ae,Cricetulus griseus,Cricetulus griseus,,
organism:e9d4e2d81b6f,endolymphatic sac,endolymphatic sac,,
organism:863d9a098dab,Agrobacterium radiobacter,Agrobacterium radiobacter,,
organism:9e03d8cf0af4,Coxiella burnetii strain Nine Mile in phase I,Coxiella burnetii strain Nine Mile in phase I,,
organism:dfec91de2622,Bacteroides gingivalis,Bacteroides gingivalis,,
organism:141ace5a8ca8,influenza A virus,influenza A virus,,
organism:6edc605b39b0,Influenza-virus-infected cells,Influenza-virus-infected cells,,
organism:203e468ac620,Streptomyces sp.,Streptomyces sp.,,
organism:0ef7b216adc6,mouse L-cells,mouse L-cells,,
organism:b931b36813fe,Curcuma aromatica,Curcuma aromatica,,
organism:2373124ed45b,Mulberry tree,Mulberry tree,,
organism:8ebaec2228f8,Rhizoclonium riparium,Rhizoclonium riparium,,
organism:eeb8021e808d,Paenibacillus polymyxa,Paenibacillus polymyxa,,
organism:1d5119548967,Aleuria aurantia,Aleuria aurantia,,
organism:b96ae591fd61,Aconitum kusnezoffii,Aconitum kusnezoffii,,
organism:f2590265de64,Pestalotiopsis,Pestalotiopsis,,
organism:b81248f5ba77,Theaceae,Theaceae,,
organism:7fcd17a7c646,Rhodiola crenulata,Rhodiola crenulata,,
organism:84dfc439ca44,Detarium senegalense,Detarium senegalense,,
organism:7c1ef5f4d3bd,Halenia elliptica,Halenia elliptica,,
organism:592cd71f0273,Cuscuta chinensis,Cuscuta chinensis,,
organism:2ad0a29c3b62,Actaea cimicifuga,Actaea cimicifuga,,
organism:0618fef703bf,Combretum indicum,Combretum indicum,,
organism:5cf61bc5453b,Microcystic aeruginosa,Microcystic aeruginosa,,
organism:cf41fadbd11f,Keissleriella sp.,Keissleriella sp.,,
organism:3c5eeacbe163,Hedyotis,Hedyotis,,
organism:adfb74e4e446,Morehella esculenta,Morehella esculenta,,
organism:7c26d5a4650d,Citrus medica L. var. sarcodactylis,Citrus medica L. var. sarcodactylis,,
organism:44fb32e3c5ab,Viscum coloratum,Viscum coloratum,,
organism:3625601bb65c,Coix lacryma-jobi,Coix lacryma-jobi,,
organism:88e8840782df,Cubamyces lactineus,Cubamyces lactineus,,
organism:52511b232078,Sargassum pallidum,Sargassum pallidum,,
organism:0c4901e84265,Morus australis,Morus australis,,
organism:305ae6118c33,Pleurotus giganteus,Pleurotus giganteus,,
organism:6321664c5d90,Pentanema britannica,Pentanema britannica,,
organism:73a189b23180,Rosae Laevigatae,Rosae Laevigatae,,
organism:a8e4eed8360d,Bacillus subtilis,Bacillus subtilis,,
organism:5e989e220a2e,Catathelasma ventricosum,Catathelasma ventricosum,,
organism:4f47d4744f8e,Lactococcus,Lactococcus,,
organism:5892d3d67109,Leuconostoc mesenteroides,Leuconostoc mesenteroides,,
organism:33098764d79d,Vaccinium vitis-idae,Vaccinium vitis-idae,,
organism:99ed0aa30c16,Rosae Laevigatae Fructus,Rosae Laevigatae Fructus,,
organism:a417a3f247dc,Leleba oldhami,Leleba oldhami,,
organism:5472c7705c58,Pinellia pedatisecta,Pinellia pedatisecta,,
organism:4e118fb0e536,Cucurbitaceae,Cucurbitaceae,,
organism:4502f3400da0,Vaccinium vitis-idaea,Vaccinium vitis-idaea,,
organism:397758ba8f10,Aquilaria sinensis,Aquilaria sinensis,,
organism:95cbeff22537,Annona muricata,Annona muricata,,
organism:932e329890a9,Sargussum vulgare,Sargussum vulgare,,
organism:a679708ddec5,Pleurotus djamor,Pleurotus djamor,,
organism:ddc31f9240b5,Coptis chinensis,Coptis chinensis,,
organism:561b211e55f5,Cucumaria frondosa,Cucumaria frondosa,,
organism:a222606a33ce,Salacia oblonga,Salacia oblonga,,
organism:6c1aa58a1c0e,Sargassum confusum,Sargassum confusum,,
organism:29cd065c3002,Cinnamomum verum,Cinnamomum verum,,
organism:c94459592f93,Physalis pubescens,Physalis pubescens,,
organism:37002278e4ac,Atractylodes chinensis,Atractylodes chinensis,,
organism:3257f45ef3fd,Poncirus trifoliata,Poncirus trifoliata,,
organism:676d9c496a62,Cucurbita pepo,Cucurbita pepo,,
organism:0d423cf0adb8,Pinus densiflora,Pinus densiflora,,
organism:c65befc4dba0,Pinus armandii,Pinus armandii,,
organism:9c11796dae6e,Larix sibirica,Larix sibirica,,
organism:90b2668d42b1,Ornithogalum caudatum,Ornithogalum caudatum,,
organism:64ba168636b5,Curcuma longa,Curcuma longa,,
organism:a9f6ed7ca24b,Sanguisorba officinalis,Sanguisorba officinalis,,
organism:00dad05b7878,Mangifera pajang,Mangifera pajang,,
organism:d5eebd00b88e,Morchella,Morchella,,
organism:284adaf7ab4c,Abelmoschus manihot,Abelmoschus manihot,,
organism:22296d3748eb,Acanthopanax senticosus,Acanthopanax senticosus,,
organism:b401dc5aa179,Corallina officinalis,Corallina officinalis,,
organism:89f32f94a86f,Solanum nigrum,Solanum nigrum,,
organism:2da5d0bf246c,Scapharca subcrenata,Scapharca subcrenata,,
organism:6f3269f4cccc,Taraxacum officinale,Taraxacum officinale,,
organism:7f54e3d1caaf,Angelica dahurica,Angelica dahurica,,
organism:117a03f433fa,Ziziphus jujuba var. spinosa,Ziziphus jujuba var. spinosa,,
organism:32e13d945123,Viola odorata,Viola odorata,,
organism:ccada3467d26,Ganoderma,Ganoderma,,
organism:8979a2380eaa,Prunus mume,Prunus mume,,
organism:11ba490a4eb1,Gentiana scabra,Gentiana scabra,,
organism:2429ce0d6bf9,Lactobacillus plantarum WCFS1,Lactobacillus plantarum WCFS1,,
organism:0c1c1e9ae39c,Ephedra,Ephedra,,
organism:a346ee92e571,Allium tuberosum,Allium tuberosum,,
organism:847b86fbb6c3,Polygala tenuifolia,Polygala tenuifolia,,
organism:058248b3146e,Bulbophyllum,Bulbophyllum,,
organism:fceee2b15a23,Arabidopsis thaliana,Arabidopsis thaliana,,
organism:8681fbd9a11a,Populus,Populus,,
organism:dc80dc1a2d43,Ustilago maydis,Ustilago maydis,,
organism:f045dae469ab,Polygonatum odoratum,Polygonatum odoratum,,
organism:aa507cfe0e5a,Eleutherococcus sessiliflorus,Eleutherococcus sessiliflorus,,
organism:735b19d4a6ef,Camellia japonica,Camellia japonica,,
organism:14786acc3e6a,Malva aegyptiaca,Malva aegyptiaca,,
organism:465df3919597,Rubus suavissimus,Rubus suavissimus,,
organism:7b6003354143,Porphyra,Porphyra,,
organism:374131962662,Illicium verum,Illicium verum,,
organism:a359b82c6f44,Verbena canadensis,Verbena canadensis,,
organism:027726c33cb7,Typha,Typha,,
organism:1a8a3f1b7193,Gelidium,Gelidium,,
organism:089de8021982,Lactobacillus plantarum JAAS8,Lactobacillus plantarum JAAS8,,
organism:a376916f59a4,Lactobacillus plantarum JAAS9,Lactobacillus plantarum JAAS9,,
organism:75497fb3c230,Senna tora,Senna tora,,
organism:dee1cc52a08f,Polystichum craspedosorum,Polystichum craspedosorum,,
organism:8a40442d0df0,Microcystis aeruginosa,Microcystis aeruginosa,,
organism:48beb7644997,Ganoderma sinense,Ganoderma sinense,,
organism:03f773d27034,Dendrobium moniliforme,Dendrobium moniliforme,,
organism:ee636899bc4f,Durio zibethinus,Durio zibethinus,,
organism:e4f082a4e9f3,Carica papaya,Carica papaya,,
organism:6004f93d3406,Forsythia suspensa,Forsythia suspensa,,
organism:bf7864bcbe80,Phaeodactylum tricornutum,Phaeodactylum tricornutum,,
organism:553f1a572acb,Nannochloropsis,Nannochloropsis,,
organism:56669a859e03,Chlorella,Chlorella,,
organism:d29715278d88,Ampelopsis megalophylla,Ampelopsis megalophylla,,
organism:4dffc4259d44,Rigidoporus ulmarius,Rigidoporus ulmarius,,
organism:6324ff51a866,"Phaeophyceae,Echinodermata","Phaeophyceae,Echinodermata",,
organism:6fca5cee41af,Cichorium intybus,Cichorium intybus,,
organism:0d49b152e2c6,Larix gmelinii,Larix gmelinii,,
organism:8ac68c9a7dbb,Nostoc Sphaeroides,Nostoc Sphaeroides,,
organism:7242d95c47d1,Mulberry fungus,Mulberry fungus,,
organism:ba7c7c8f8eb4,Boletus aereus,Boletus aereus,,
organism:88c899f1c960,Maianthemum japonicum,Maianthemum japonicum,,
organism:0c53040c67e5,Symphytum officinale,Symphytum officinale,,
organism:acee93d470d6,Acanthophora spicifera,Acanthophora spicifera,,
organism:0b636f8bc3c6,Mung bean,Mung bean,,
organism:908bc5947efc,Crocus sativus,Crocus sativus,,
organism:792308efe37a,Paeonia suffruticosa,Paeonia suffruticosa,,
organism:46f7b1d29882,Suaeda fruticosa,Suaeda fruticosa,,
organism:62ef96b92a16,Porphyridium cruentum,Porphyridium cruentum,,
organism:04543122cf0a,Platymonas,Platymonas,,
organism:bc47ff8bdbc1,Nannochloropsis sp.,Nannochloropsis sp.,,
organism:74c1e53dece2,Schizochytrium sp.,Schizochytrium sp.,,
organism:a025b12e62a6,Chimonobambusa quadrangularis,Chimonobambusa quadrangularis,,
organism:e15685ffe89f,Isochrysisgalbana,Isochrysisgalbana,,
organism:43a35f603458,Taxus wallichiana,Taxus wallichiana,,
organism:f867063b2023,Sesbania cannabina,Sesbania cannabina,,
organism:f6a46f9385da,Solanum tuberdsm,Solanum tuberdsm,,
organism:840c0fce8e09,Malus micromalus,Malus micromalus,,
organism:2ec2c0ebbf2a,Helvella leucopus,Helvella leucopus,,
organism:80c7bf376bb0,Nostoc flagelliforme,Nostoc flagelliforme,,
organism:3403c8d83527,Termitornyces albuminosus,Termitornyces albuminosus,,
organism:2a3a2904f56c,Ostrea rivularis,Ostrea rivularis,,
organism:2eaf0be0fe1b,Schinus terebinthifolia,Schinus terebinthifolia,,
organism:6917f9e460ea,Schinus molle,Schinus molle,,
organism:05bcaa6ee9a0,Medicines herbal Sinice,Medicines herbal Sinice,,
organism:9d6081356b60,Amylose,Amylose,,
organism:3976d260cfce,Sargassum angustifolium,Sargassum angustifolium,,
organism:eb14e4f8ffd7,Pyropolyporus fomentarius,Pyropolyporus fomentarius,,
organism:4140f999ccca,Fuscoporia torulosa,Fuscoporia torulosa,,
organism:27bd451c8406,Ganoderma adspersum,Ganoderma adspersum,,
organism:c231ab0db949,Porodaedalea pini,Porodaedalea pini,,
organism:a41322a20258,Rhododendron arboreum,Rhododendron arboreum,,
organism:72ca69ec2747,Zanthoxylum armatum,Zanthoxylum armatum,,
organism:f17ded9743dd,Plants,Plants,,
organism:bf89a66d4e85,Starch,Starch,,
organism:7bef62d5cc9e,Glycyrrhiza inﬂata,Glycyrrhiza inﬂata,,
organism:7f73d09fcfd0,Patinopecten yessoensis,Patinopecten yessoensis,,
organism:ed2ff2496b3e,Cedrela sinensis,Cedrela sinensis,,
organism:ba40e24598fc,Pantoea agglomerans,Pantoea agglomerans,,
organism:d3d44a331b00,Typha domingensis,Typha domingensis,,
organism:726fa735a07a,Sepia officinalis,Sepia officinalis,,
organism:2ee0814c52ec,Colocasia esculenta,Colocasia esculenta,,
organism:75402f38e89a,Ascophyllum nodosum,Ascophyllum nodosum,,
organism:4a247a53d926,Salicornia,Salicornia,,
organism:326bb52443fb,Adansonia digitata,Adansonia digitata,,
organism:092022589f37,Mentha haplocalyx,Mentha haplocalyx,,
organism:257c4a11b62c,Saccharina latissima,Saccharina latissima,,
organism:c07ff623ff57,Melaleuca alternifolia,Melaleuca alternifolia,,
organism:21d99ca7758b,Sarcodia ceylonensis,Sarcodia ceylonensis,,
organism:db3a03be2260,Durvillaea antarctica,Durvillaea antarctica,,
organism:76f685617000,Sechium edule,Sechium edule,,
organism:c2a86ef2c723,Diatom,Diatom,,
organism:ef49ac744638,Sphallerocarpus gracilis,Sphallerocarpus gracilis,,
organism:ab4a64548f4c,Citrus x aurantium,Citrus x aurantium,,
organism:d13350d4f829,Morun nigra L.,Morun nigra L.,,
organism:e1e2c1eae7f0,Edwardsia sipunculoides,Edwardsia sipunculoides,,
organism:4c5011343ebe,Macrocybe gigantea,Macrocybe gigantea,,
organism:c4c5849800aa,Hirsutella sp.,Hirsutella sp.,,
organism:1c0c4f045f1d,Semen Cassiae,Semen Cassiae,,
organism:3cc03346bdfc,Sargassum qingdaoense,Sargassum qingdaoense,,
organism:e6d803e449e0,alfalfa,alfalfa,,
organism:094327bae117,Tricholoma lobayense,Tricholoma lobayense,,
organism:0947fcc917eb,olive,olive,,
organism:4f19f864085d,Coriolus,Coriolus,,
organism:9f719835fccc,brown seaweed,brown seaweed,,
